SKU tienda,Nombre del producto,Marca,Categoría,Subcategoría,Tienda,Precio normal,Precio final,Descuento,Precio tarjeta,Estado,Fecha,Hora actualización,URL
alp-01-00071,pro plan adult optihealth large breed canino 15 kg,pro plan,--,--,Best for Pets,,67915,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/175-7123-pro-plan-adult-optihealth-large-breed-canino.html
alp-01-08295,"pro plan lata puppy pollo & arroz 0,370 kg",pro plan,--,--,Best for Pets,4600,3910,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2856-7119-pro-plan-lata-puppy-pollo-arroz.html
alp-01-08296,"pro plan lata adult pollo & arroz 0,370 kg",pro plan,--,--,Best for Pets,,3740,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2857-7120-pro-plan-lata-adult-pollo-arroz-.html
alp-01-09022,pouch adult dog pollo en salsa 0.100 kg,pro plan,--,--,Best for Pets,,1890,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-perros/3156-7121-pro-plan-pouch-adult-dog-pollo-en-salsa.html
alp-01-09023,"pro plan pouch adult dog carne en salsa 0,100 kg",pro plan,--,--,Best for Pets,,1870,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3157-7122-pro-plan-pouch-adult-dog-carne-en-salsa.html
alp-07-11144,wholesomes chicken meal & chickpeas 15.9 kg,sportmix,--,--,Best for Pets,,72900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-sportmix-para-perros/4194-7084-sportmix-wholesomes-chicken-meal-chickpeas.html
alp-07-11145,wholesomes whitefish meal & chickpeas 15.9 kg,sportmix,--,--,Best for Pets,,61900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-sportmix-para-perros/4195-7098-sportmix-wholesomes-whitefish-meal-chickpeas.html
alp-01-00067,pro plan adult optihealth medium breed canino 15 kg,pro plan,--,--,Best for Pets,79900,67915,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/174-82-pro-plan-adult-optihealth-medium-breed-canino.html
alg-15-02238,kitten 7.5 kg,royal canin,--,--,Best for Pets,,41310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/185-1129-growth-kitten-36.html
alg-15-02237,"royal canin kitten 1,5 kg",royal canin,--,--,Best for Pets,18900,15120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/185-113-royal-canin-kitten.html
alg-15-02262,"royal canin siamese 1,5 kg",royal canin,--,--,Best for Pets,20500,16400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/198-7137-royal-canin-siamese.html
alg-15-02248,"royal canin savour exigent felino 1,5 kg",royal canin,--,--,Best for Pets,18500,14800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/191-7138-royal-canin-savour-exigent-felino.html
alg-15-02261,"royal canin persian 1,5 kg",royal canin,--,--,Best for Pets,20500,16400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/197-7139-royal-canin-persian.html
alg-15-02241,"royal canin indoor long hair felino 1,5 kg",royal canin,--,--,Best for Pets,18900,15120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/187-7140-royal-canin-indoor-long-hair-felino.html
alp-45-09008,"acana duck & pear dog treats 0,035 kg",acana,--,--,Best for Pets,,8010,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3149-7130-acana-duck-pear-dog-treats.html
alp-45-09009,pork & squash dog treats 0.035 kg,acana,--,--,Best for Pets,,7900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-perros/3150-7131-pork-squash-dog-treats.html
alp-01-08302,"pro plan veterinary diets nf funcion renal lata 0,380 kg",pro plan,--,--,Best for Pets,,4505,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2863-7129-pro-plan-veterinary-diets-nf-funci%C3%B3n-renal-lata.html
alp-01-08301,"pro plan veterinary diets en gastrointestinal lata 0,380 kg",pro plan,--,--,Best for Pets,,4505,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2862-7128-pro-plan-veterinary-diets-en-gastrointestinal-lata.html
alp-01-08144,pro plan reduced calorie small breed 3 kg,pro plan,--,--,Best for Pets,,25075,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2797-7126-pro-plan-reduced-calorie-small-breed.html
alg-15-02290,"royal canin hypoallergenic felino 1,5 kg",royal canin,--,--,Best for Pets,,21165,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/199-7150-royal-canin-hypoallergenic-felino.html
alg-15-08021,"royal canin hepatic feline 1,5 kg",royal canin,--,--,Best for Pets,23900,19120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2754-7149-royal-canin-hepatic-feline.html
alg-15-02291,gastrointestinal felino 1.5 kg,royal canin,--,--,Best for Pets,,19465,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/200-7147-gastrointestinal-gi-32-felino.html
alg-15-02295,"royal canin diabetic felino 1,5 kg",royal canin,--,--,Best for Pets,25500,20400,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/204-7146-royal-canin-diabetic-felino.html
alg-15-05932,royal canin calm feline 2 kg,royal canin,--,--,Best for Pets,30500,24400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1699-7145-royal-canin-calm-feline.html
alg-15-05934,mature consult stage 1 felino 1.5 kg,royal canin,--,--,Best for Pets,,14850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/1701-7152-senior-consult-stage-1-felino.html
alg-15-02260,digestive care felino 2 kg,royal canin,--,--,Best for Pets,,16110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/196-7143-digestive-comfort-38.html
alg-15-02246,"royal canin active 7+  felino 1,5 kg",royal canin,--,--,Best for Pets,18900,15120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/190-7144-royal-canin-active-7-felino.html
alp-06-01261,nutra-nuggets adult large breed 15 kg,nutra nuggets,--,--,Best for Pets,,48365,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-nutra-nuggets-para-perros/740-863-nutra-nuggets-adult-large-breed.html
alg-15-02292,"royal canin renal felino 1,5 kg",royal canin,--,--,Best for Pets,23500,18800,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/205-7156-royal-canin-renal-felino.html
alp-15-02313,recovery lata gatos/perros 0.165 kg,royal canin,--,--,Best for Pets,,4125,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/268-7155-recovery-rs-catsdogs.html
alg-15-05933,senior consult stage 2 felino 1.5 kg,royal canin,--,--,Best for Pets,,12510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/1700-7157-senior-consult-stage-2-felino.html
alp-15-02210,royal canin giant puppy 15 kg,royal canin,--,--,Best for Pets,103900,83120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/235-7161-royal-canin-giant-puppy-.html
alp-15-02174,royal canin mini starter canino 3 kg,royal canin,--,--,Best for Pets,33900,27120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1624-7160-royal-canin-mini-starter-canino.html
alp-15-02211,royal canin giant junior 15 kg,royal canin,--,--,Best for Pets,103900,83120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/236-7162-royal-canin-giant-junior.html
alp-15-07649,"royal canin lata puppy 0,165 kg",royal canin,--,--,Best for Pets,,2175,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2485-7159-royal-canin-lata-puppy.html
alp-15-02175,royal canin mini puppy 3 kg,royal canin,--,--,Best for Pets,29500,23600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/214-7179-royal-canin-mini-puppy.html
alp-15-02178,mini adult canino 3 kg,royal canin,--,--,Best for Pets,,18275,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/215-7180-mini-adult.html
alp-15-07650,adult beauty lata 0.165 kg,royal canin,--,--,Best for Pets,,2640,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/2486-7181-beauty-adult-en-lata.html
alp-15-02187,"royal canin mini weight care canino 2,5 kg",royal canin,--,--,Best for Pets,26500,21200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/219-7182-royal-canin-mini-weight-care-canino.html
alp-15-07652,weight care adult lata 0.165 kg,royal canin,--,--,Best for Pets,,2320,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/2488-7183-weight-care-adult-en-lata.html
alp-15-02186,mini indoor adult canino 2.5 kg,royal canin,--,--,Best for Pets,,20175,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/218-7184-mini-indoor.html
alp-15-07651,mature 8+ lata 0.165 kg,royal canin,--,--,Best for Pets,,2250,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/2487-7185-mature-8-lata.html
alp-15-06262,mini adult 8+ 2.5 kg,royal canin,--,--,Best for Pets,,22015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/1981-7186-mini-adult-8.html
alp-15-02181,mini ageing 12+ 2.5 kg,royal canin,--,--,Best for Pets,,23715,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/216-7187-mini-ageing-12.html
alp-15-02214,"royal canin yorkshire terrier adult 2,5 kg",royal canin,--,--,Best for Pets,25500,20400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/238-6018-royal-canin-yorkshire-terrier-adult.html
cup-64-11166,"suniflex - cuidado articular 0,105 kg",pro plan,--,--,Best for Pets,,17900,,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4211-7174-suniflex-cuidado-articular.html
alp-15-02215,royal canin yorkshire terrier puppy 3 kg,royal canin,--,--,Best for Pets,32500,26000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/239-6403-royal-canin-yorkshire-terrier-puppy.html
alp-15-02204,royal canin maxi adult 5+ canino 15 kg,royal canin,--,--,Best for Pets,98900,79120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/232-7217-royal-canin-maxi-adult-5-canino.html
alp-15-02212,royal canin giant adult canino 15 kg,royal canin,--,--,Best for Pets,96900,77520,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/237-7218-royal-canin-giant-adult-canino.html
alg-01-13329,ha hydrolyzed feline 3.6 kg,pro plan,--,--,Best for Pets,,42210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-gatos/2557-7237-ha-hypoallergenic-feline.html
alp-01-13326,"pro plan veterinary diets ha hydrolyzed formula canina 7,5 kg",pro plan,--,--,Best for Pets,63500,53975,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2554-7238-pro-plan-veterinary-diets-ha-hydrolyzed-f%C3%B3rmula-canina.html
alp-01-07747,ha hydrolyzed canine 2.7 kg,pro plan,--,--,Best for Pets,,27810,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-perros/2554-7239-ha-hypoallergenic-canine.html
alp-15-02218,royal canin poodle puppy 3 kg,royal canin,--,--,Best for Pets,32500,26000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/240-7235-royal-canin-poodle-puppy.html
alp-15-02230,golden retriever puppy 12 kg,royal canin,--,--,Best for Pets,,87465,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/247-7242-golden-retriever-29-junior.html
alp-15-07688,royal canin bulldog puppy 12 kg,royal canin,--,--,Best for Pets,,64935,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2523-7240-royal-canin-bulldog-puppy.html
alp-15-02280,royal canin diabetic canino 10 kg,royal canin,--,--,Best for Pets,,90015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2961-7245-royal-canin-diabetic-canino.html
alp-15-02311,"royal canin lata gastro intestinal high energy canino 0,385 kg",royal canin,--,--,Best for Pets,5500,4400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3263-7246-royal-canin-lata-gastro-intestinal-high-energy-canino.html
alp-15-02231,royal canin golden retriever adult 12 kg,royal canin,--,--,Best for Pets,,63635,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/248-7243-royal-canin-golden-retriever-adult.html
alp-15-02277,royal canin cardiac canino 2 kg,royal canin,--,--,Best for Pets,28500,22800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/258-155-royal-canin-cardiac-canino.html
alp-15-02263,royal canin hypoallergenic canino 2 kg,royal canin,--,--,Best for Pets,29500,23600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/251-145-royal-canin-hypoallergenic-canino.html
alp-15-02281,"royal canin renal canino 1,5 kg",royal canin,--,--,Best for Pets,19500,15600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/260-157-royal-canin-renal-canino.html
alp-15-02265,royal canin gastrointestinal canino 2 kg,royal canin,--,--,Best for Pets,28500,22800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/252-125-royal-canin-gastrointestinal-canino.html
alp-15-02283,royal canin mobility canino 2 kg,royal canin,--,--,Best for Pets,28500,24225,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/261-159-royal-canin-mobility-canino.html
alp-15-02270,"royal canin satiety support weight management canino 7,5 kg",royal canin,--,--,Best for Pets,,59430,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/263-7259-royal-canin-satiety-support-weight-management-canino.html
alp-15-02288,"royal canin hypoallergenic small dog 7,5 kg",royal canin,--,--,Best for Pets,,83215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3761-7296-royal-canin-hypoallergenic-small-dog.html
alp-15-02272,satiety support weight management canino 1.5 kg,royal canin,--,--,Best for Pets,,16065,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/263-7291-satiety-support.html
alg-40-08807,"brit care cat snack superfruits kitten 0,100 kg",brit,--,--,Best for Pets,,6100,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3067-7255-brit-care-cat-snack-superfruits-kitten.html
alp-04-02165,bil jac liver treats for dogs 0.113 kg,bil-jac,--,--,Best for Pets,,3500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-perros/319-7262-bil-jac-liver-treats-for-dogs.html
alp-04-02166,bil jac little jacs 0.113 kg,bil-jac,--,--,Best for Pets,,3900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-perros/2139-7263-little-jacs.html
alp-04-02172,bil jac pb nanas soft treats 0.113 kg,bil-jac,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-perros/320-7264-bil-jac-pb-nanas-soft-treats.html
alp-04-02171,bil jac yapple nanas soft treats 0.113 kg,bil-jac,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-perros/321-7265-bil-jac-yapple-nanas-soft-treats.html
alp-03-00238,"hills hypoallergenic treats canino 0,340 kg",hills,--,--,Best for Pets,,14500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/118-7266-hill%C2%B4s-hypoallergenic-treats-canino.html
alp-03-08017,"hills metabolic canine treats 0,340 kg",hills,--,--,Best for Pets,,12500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2758-7267-hill%C2%B4s-metabolic-canine-treats.html
alp-03-00188,"hills fruity snacks manzanas y avena 0,250 kg",hills,--,--,Best for Pets,,9500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/138-7268-hill%C2%B4s-fruity-snacks-manzanas-y-avena.html
alp-03-09436,hill´s soft savories chicken & yogurt 0. 227 kg,hills,--,--,Best for Pets,,9900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-perros/3369-7270-hillu00b4s-soft-savories-chicken-yogurt.html
alp-03-09437,"hills soft savories beef & cheddar 0, 227 kg",hills,--,--,Best for Pets,,9500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3370-7271-hill%C2%B4s-soft-savories-beef-cheddar.html
alp-03-09438,"hills soft savories peanut butter & banana 0, 227 kg",hills,--,--,Best for Pets,,9500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3371-7272-hill%C2%B4s-soft-savories-peanut-butter-banana.html
alp-03-00189,"hills jerky snacks pollo 0,200 kg",hills,--,--,Best for Pets,,9500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/139-7273-hill%C2%B4s-jerky-snacks-pollo.html
alp-03-00192,"hills soft & chewy training treats pollo 0,085 kg",hills,--,--,Best for Pets,,5500,,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/147-7274-hill%C2%B4s-soft-chewy-training-treats-pollo.html
alg-15-02296,royal canin renal felino 2 kg,royal canin,--,--,Best for Pets,32500,26000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/205-7302-royal-canin-renal-felino.html
alg-06-08794,taste of the wild canyon river feline 2 kg,taste of the wild,--,--,Best for Pets,,20825,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3054-4229-taste-of-the-wild-canyon-river-feline.html
alg-06-08795,"taste of the wild canyon river feline 6,6 kg",taste of the wild,--,--,Best for Pets,,50915,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3054-7311-taste-of-the-wild-canyon-river-feline.html
alg-06-08796,taste of the wild rocky mountain feline 2 kg,taste of the wild,--,--,Best for Pets,,20825,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3055-4231-taste-of-the-wild-rocky-mountain-feline.html
alg-06-08797,"taste of the wild rocky mountain feline 6,6 kg",taste of the wild,--,--,Best for Pets,59900,50915,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3055-7313-taste-of-the-wild-rocky-mountain-feline.html
alp-06-08112,taste of the wild pacific stream puppy formula 2 kg,taste of the wild,--,--,Best for Pets,,21675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2789-3535-taste-of-the-wild-pacific-stream-puppy-formula.html
alp-06-08113,"taste of the wild pacific stream puppy formula 5,6 kg",taste of the wild,--,--,Best for Pets,,42415,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2789-7304-taste-of-the-wild-pacific-stream-puppy-formula.html
alp-06-08114,"taste of the wild pacific stream puppy formula 12,2 kg",taste of the wild,--,--,Best for Pets,,73015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2789-7305-taste-of-the-wild-pacific-stream-puppy-formula.html
alp-06-08115,taste of the wild pacific stream 2 kg,taste of the wild,--,--,Best for Pets,25500,21675,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2790-3538-taste-of-the-wild-pacific-stream.html
alp-06-08116,"taste of the wild pacific stream 5,6 kg",taste of the wild,--,--,Best for Pets,,42415,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2790-7306-taste-of-the-wild-pacific-stream.html
alp-06-08117,"taste of the wild pacific stream 12,2 kg",taste of the wild,--,--,Best for Pets,,73015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2790-7307-taste-of-the-wild-pacific-stream.html
alp-06-08118,taste of the wild wetlands wild fowl 2 kg,taste of the wild,--,--,Best for Pets,,21675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2791-3541-taste-of-the-wild-wetlands-wild-fowl.html
alp-06-08119,"taste of the wild wetlands wild fowl 5,6 kg",taste of the wild,--,--,Best for Pets,,42415,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2791-7309-taste-of-the-wild-wetlands-wild-fowl.html
alp-06-08120,"taste of the wild wetlands wild fowl 12,2 kg",taste of the wild,--,--,Best for Pets,,73015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2791-7310-taste-of-the-wild-wetlands-wild-fowl.html
alp-15-06718,mini weight care canino 3 kg,royal canin,--,--,Best for Pets,,19350,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/219-7317-mini-light.html
alp-15-02267,"royal canin urinary s/o canine 1,5 kg",royal canin,--,--,Best for Pets,20500,16400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/257-7327-royal-canin-urinary-so-canine.html
ale-40-11212,"animals rabbit junior 1,5 kg",brit care,--,--,Best for Pets,,18615,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4254-7470-brit-animals-rabbit-junior.html
ale-40-11214,"animals rabbit adult 1,5 kg",brit care,--,--,Best for Pets,,18615,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4255-7472-brit-animals-rabbit-adult.html
alg-15-02302,"royal canin satiety weight management felino 1,5 kg",royal canin,--,--,Best for Pets,,21675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3199-7614-royal-canin-satiety-weight-management-felino.html
alp-03-02245,"hills prescription diet metabolic + mobility canine 3,85 kg",hills,--,--,Best for Pets,,60210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2757-7625-hill%C2%B4s-prescription-diet-metabolic-mobility-canine.html
alp-15-02182,royal canin mini ageing 12+ 3 kg,royal canin,--,--,Best for Pets,,25425,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/216-7641-royal-canin-mini-ageing-12.html
alg-03-00283,"hills y/d prescription diet thyroid care felino 1,8 kg",hills,--,--,Best for Pets,,32310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/104-6794-hill%C2%B4s-yd-prescription-diet-thyroid-care-felino.html
acp-44-11157,nutra-nuggets performance formula for dogs 15 kg,nutra nuggets,--,--,Best for Pets,,49500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-nutra-nuggets-para-perros/4199-7154-nutra-nuggets-performance-formula-for-dogs.html
alg-15-02259,"royal canin digestive care felino 1,5 kg",royal canin,--,--,Best for Pets,19900,15920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/196-8945-royal-canin-digestive-care-felino.html
ale-40-11211,"animals rabbit junior 0,300 kg",brit care,--,--,Best for Pets,,5525,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4254-7471-brit-animals-rabbit-junior.html
ale-40-11213,"animals rabbit adult 0,300 kg",brit care,--,--,Best for Pets,,5525,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4255-7473-brit-animals-rabbit-adult.html
alg-06-11342,taste of the wild lowland creek feline 2 kg,taste of the wild,--,--,Best for Pets,,20825,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4328-8958-taste-of-the-wild-lowland-creek-feline.html
alg-06-11343,"taste of the wild lowland creek feline 6,6 kg",taste of the wild,--,--,Best for Pets,,50915,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4328-8959-taste-of-the-wild-lowland-creek-feline.html
alg-01-11154,terrine con pollo (chunky chicken feast) 0.085 kg 1 lata,fancy feast,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/4223-7232-fancy-feast-terrine-con-pollo.html
alg-01-11153,"fancy feast lata tartare de atun 0,085 kg - 8 latas",fancy feast,--,--,Best for Pets,,7830,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4222-8952-fancy-feast-lata-tartare-de-at%C3%BAn.html
alg-01-11151,"fancy feast lata tartare de trucha 0,085 kg - 8 latas",fancy feast,--,--,Best for Pets,,7830,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4220-8950-fancy-feast-lata-tartare-de-trucha.html
alp-01-00008,cachorros raza mediana y grande 24 kg,dog chow,--,--,Best for Pets,,42750,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/2515-9099-cachorros-raza-mediana-y-grande.html
alp-01-11475,pouch adultos con cordero 0.100 kg,dog chow,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/4362-9103-dog-chow®-pouch-adultos-con-cordero.html
alg-01-07790,cat adult 7+ 1 kg,pro plan,--,--,Best for Pets,,8010,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-gatos/2586-7109-cat-vital-age-adult-7.html
alp-01-11474,pouch adultos con pavo 0.100 kg,dog chow,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/4361-9102-dog-chow®-pouch-adultos-con-pavo.html
alp-01-11476,pouch adultos mini con pollo y pavo 0.100 kg,dog chow,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/4363-9104-dog-chow®-pouch-adultos-mini-con-pollo-y-pavo.html
alp-01-11477,pouch adultos mini con salmón 0.100 kg,dog chow,--,--,Best for Pets,,801,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/4364-9105-dog-chow®-pouch-adultos-mini-con-salmu00f3n.html
cug-40-11531,"multiple cat lavender scented 12,7 kg",dog chow,--,--,Best for Pets,,37500,,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/4291-9241-world%C2%B4s-best-cat-litter-multiple-cat-lavender-scented.html
alp-01-11535,excellent adult skin care salmon 15 kg,excellent,--,--,Best for Pets,,45900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4444-9253-excellent-adult-skin-care-salm%C3%B3n.html
alp-15-06696,royal canin maltes adult 1 kg,royal canin,--,--,Best for Pets,12900,10320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2140-7219-royal-canin-malt%C3%A9s-adult.html
alp-15-02176,"mini puppy 2,5 kg",royal canin,--,--,Best for Pets,,20175,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/214-888-mini-puppy.html
alp-15-02177,"royal canin mini puppy 7,5 kg",royal canin,--,--,Best for Pets,65900,52720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/214-889-royal-canin-mini-puppy.html
alp-15-10149,royal canin hypoallergenic small dog 2 kg,royal canin,--,--,Best for Pets,,27625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3761-5883-royal-canin-hypoallergenic-small-dog.html
alg-01-11148,"fancy feast lata petits filets de salmon 0,085 kg - 8 latas",fancy feast,--,--,Best for Pets,,7830,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4217-8947-fancy-feast-lata-petits-filets-de-salm%C3%B3n.html
alg-01-11155,"fancy feast lata petits filets de atun 0,085 kg - 8 latas",fancy feast,--,--,Best for Pets,,7830,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4225-8954-fancy-feast-lata-petits-filets-de-at%C3%BAn.html
alg-01-11149,"fancy feast lata terrine con pavo 0,085 kg - 8 latas",fancy feast,--,--,Best for Pets,,7830,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4218-8948-fancy-feast-lata-terrine-con-pavo.html
