SKU,Nombre del producto,Marca,Categoría,Subcategoría,Precio de lista,Más bajo,Más alto,Precio mercado,Best for Pets (Final),Best for Pets (Normal),Best for Pets (Tarjeta),SKU Best for Pets,Club De Perros Y Gatos (Final),Club De Perros Y Gatos (Normal),Club De Perros Y Gatos (Tarjeta),SKU Club De Perros Y Gatos,DrPet (Final),DrPet (Normal),DrPet (Tarjeta),SKU DrPet,Laika Chile (Final),Laika Chile (Normal),Laika Chile (Tarjeta),SKU Laika Chile,NovaPet (Final),NovaPet (Normal),NovaPet (Tarjeta),SKU NovaPet,Pawal (Final),Pawal (Normal),Pawal (Tarjeta),SKU Pawal,Pet City (Final),Pet City (Normal),Pet City (Tarjeta),SKU Pet City,Pet Happy (Final),Pet Happy (Normal),Pet Happy (Tarjeta),SKU Pet Happy,Pet&Go (Final),Pet&Go (Normal),Pet&Go (Tarjeta),SKU Pet&Go,Petco Chile (Final),Petco Chile (Normal),Petco Chile (Tarjeta),SKU Petco Chile,PuntoMascotas (Final),PuntoMascotas (Normal),PuntoMascotas (Tarjeta),SKU PuntoMascotas,PyK (Final),PyK (Normal),PyK (Tarjeta),SKU PyK,Superzoo (Final),Superzoo (Normal),Superzoo (Tarjeta),SKU Superzoo,TusMascotas (Final),TusMascotas (Normal),TusMascotas (Tarjeta),SKU TusMascotas
12458622,"PRO PLAN ADULT Cat LIVE CLEAR 1,0 kg",pro plan,gato,,"$ 16,300","$ 13,510","$ 15,990","$ 14,305","$ 15,215",,,alg-01-00083,,,,,,,,,,,,,"$ 13,990",,,sa-12458622-ne,"$ 13,581","$ 15,090",,152-265,"$ 13,860","$ 16,300",,10078211,,,,,"$ 15,990",,,8114-13385,,,,,"$ 13,990",,,39053,,,,,,,,,"$ 13,510","$ 18,010",,7613287119605
12458608,"PRO PLAN ADULT Cat LIVE CLEAR 3,0kg",pro plan,gato,seco,"$ 41,200","$ 27,990","$ 40,980","$ 35,461","$ 33,575","$ 39,500",,alg-01-00084,"$ 27,990","$ 42,990",,1630426732128,"$ 38,990",,,vktkysknckjcwnrab,,,,,"$ 34,990","$ 41,165",,sa-12458608-ne,"$ 32,571","$ 36,190",,152-264,,,,,,,,,"$ 36,850","$ 37,990",,8114-12897,"$ 40,980",,"$ 38,931",600052,"$ 34,990",,,39052,"$ 37,500",,,7410,"$ 38,062",,,10522,"$ 33,570","$ 44,760",,7613287119629
12480086,PRO PLAN ADULT CAT POLLO Y ARROZ  24X85gr,pro plan,gato,húmedo,"$ 1,850",$ 590,"$ 2,690","$ 1,729","$ 1,870",,,alg-01-08298,"$ 1,990",,,1568060556217,"$ 1,600",,,jfsanew4qftmdrcfo,"$ 1,800","$ 2,000","$ 1,700",038100170231,"$ 1,690",,,la-12262908-ne,"$ 1,701","$ 1,890",,159-275,"$ 1,850",,,10052518,$ 590,,,34311115,"$ 1,690",,,3646-5837,"$ 2,200",,"$ 2,090",121272,"$ 1,480",,,35994,,,,,"$ 2,690",,,2535,"$ 1,330","$ 1,770",,038100170231
12340774,PRO PLAN ADULT CAT Sterilized Pollo 85 gr,pro plan,gato,húmedo,"$ 1,950","$ 1,000","$ 2,200","$ 1,676","$ 2,040",,,alg-01-09021,"$ 1,990",,,1553104912733,"$ 2,200",,,msre4ceygbnuvt2ff,"$ 1,620","$ 1,800","$ 1,530",7891000246344,"$ 1,133","$ 1,288",,sn-12340774-ne,"$ 1,701","$ 1,890",,163-279,,,,,,,,,"$ 1,990",,,3649-5840,,,,,,,,,"$ 1,700",,,3889,"$ 1,000",,,3379,"$ 1,390","$ 1,850",,7891000246344
12340775,PRO PLAN ADULT CAT Wet Pollo 85 gr,pro plan,gato,,"$ 1,850","$ 1,133","$ 2,690","$ 1,785","$ 2,040",,,alg-01-09019,"$ 1,990",,,1553104813405,,,,,"$ 1,350","$ 1,500","$ 1,275",7891000246443,"$ 1,133","$ 1,288",,sn-12340775-ne,,,,,,,,,,,,,,,,,"$ 2,200",,"$ 2,090",600059,"$ 1,490",,,36615,,,,,"$ 2,690",,,3373,"$ 1,390","$ 1,850",,7891000246443
12340773,PRO PLAN ADULT CAT Wet Salmón 85 gr,pro plan,gato,húmedo,"$ 1,850","$ 1,133","$ 2,690","$ 1,872","$ 2,040",,,alg-01-09020,"$ 1,990",,,1553104774512,"$ 1,800",,,mjloh3scx6svtwxkx,"$ 1,890","$ 2,100","$ 1,785",7891000246429,"$ 1,133","$ 1,288",,sn-12340773-ne,"$ 1,611","$ 1,790",,162-278,,,,,"$ 1,930",,,34712424,"$ 1,990",,,3647-5838,"$ 2,200",,"$ 2,090",600060,"$ 1,490",,,36616,"$ 1,700",,,3893,"$ 2,690",,,3374,,,,
12482113,PRO PLAN ADULT DOG POLLO Y ARROZ 12X370gr,pro plan,perro,húmedo,"$ 3,490","$ 2,790","$ 4,690","$ 3,267","$ 3,740",,,alp-01-08296,"$ 3,290",,,1611866127980,"$ 2,800",,,uzkndgm87s3bezlsc,"$ 2,970","$ 3,300","$ 2,805",038100026743,"$ 2,990",,,la-11052090-ne,,,,,"$ 2,970","$ 3,490",,10051450,,,,,"$ 2,990",,,3770-6031,"$ 3,980",,"$ 3,781",121268,"$ 2,790",,,35991,"$ 3,100",,,3350,"$ 4,690",,,2529,"$ 2,890","$ 3,850",,038100026743
12341820,PRO PLAN Adulto Dog Carne en Salsa 100 gr,pro plan,perro,húmedo,"$ 1,900","$ 1,133","$ 2,690","$ 1,928","$ 1,870",,,alp-01-09023,"$ 1,990",,,1553104568466,"$ 1,800",,,sp6depdg2arrbd3pu,"$ 1,890","$ 2,100","$ 1,785",7891000246405,"$ 1,133","$ 1,288",,sn-12341820-ne,"$ 1,890",,,164-280,,,,,"$ 2,530",,,34712427,"$ 1,990",,,3639-5830,"$ 2,200",,"$ 2,090",600027,"$ 1,690",,,36613,"$ 1,700",,,3892,"$ 2,690",,,3375,"$ 1,690","$ 2,250",,7891000246405
12450605,"PRO PLAN Cat 7+ Optiage 3,0kg",pro plan,gato,seco,"$ 34,100","$ 26,721","$ 39,990","$ 30,580","$ 27,625",,,alg-01-11480,"$ 35,490",,,1608834142753,"$ 31,990",,,dza7mpxudaxsbearh,"$ 29,700","$ 33,000","$ 28,050",7613039946886,"$ 29,990","$ 35,282",,sa-12450605-ne,"$ 26,721","$ 29,690",,158-274,"$ 27,200","$ 31,990",,10048641,"$ 29,990","$ 32,990",,28540230,"$ 27,990",,,3738-5984,"$ 33,980",,"$ 32,281",600068,"$ 28,990",,,35521,,,,,"$ 39,990",,,1837,"$ 27,890","$ 37,190",,7613039946886
12450068,PRO PLAN Cat ADULT Optidigest 3kg,pro plan,gato,seco,"$ 30,600","$ 24,201","$ 37,990","$ 27,304","$ 25,075","$ 29,500",,alg-01-00081,"$ 31,990",,,1606745851074,"$ 28,990",,,wxha2hazak7khmfjr,"$ 27,720","$ 30,800","$ 26,180",7613039900277,"$ 27,200","$ 32,000",,sa-12450068-ne,"$ 24,201","$ 26,890",,154-269,"$ 24,650","$ 28,990",,10003718,"$ 27,990","$ 29,990",,28540225,"$ 24,990",,,3594-5755,"$ 24,980",,"$ 23,731",600051,"$ 25,990",,,57,"$ 25,500",,,7302,"$ 37,990",,,908,"$ 24,990","$ 33,320",,7613039900277
12450081,"PRO PLAN Cat ADULT Optidigest 7,5kg",pro plan,gato,seco,"$ 61,400","$ 44,175","$ 63,490","$ 51,493","$ 44,175","$ 58,900",,alg-01-06114,"$ 63,490",,,1605882820948,"$ 56,900",,,a4namnj9adnbpxwg5,"$ 51,390","$ 57,100","$ 48,535",7613039899922,"$ 51,000","$ 60,000",,sa-12450081-ne,"$ 44,901","$ 49,890",,154-268,"$ 46,400","$ 57,990",,10038260,"$ 54,990","$ 64,990",,28540226,"$ 50,990",,,3594-5757,"$ 46,280",,"$ 43,966",600046,"$ 52,990",,,33510,"$ 54,000",,,7301,"$ 55,000","$ 60,990",,909,"$ 48,390","$ 64,520",,7613039899922
12449850,"PRO PLAN Cat KITTEN Optistart 1,0kg",pro plan,gato,,"$ 12,600","$ 10,521","$ 16,990","$ 12,390","$ 11,815",,,alp-01-06703,"$ 12,990",,,1576679899399,"$ 12,600",,,gpqpcuqx67xdleuh8,"$ 12,600",,,7613039886557,"$ 11,990",,,sa-12449850-ne,"$ 10,521","$ 11,690",,151-263,"$ 10,710","$ 12,600",,10040997,"$ 10,990",,,28540221,"$ 11,990",,,3631-5818,"$ 14,980",,"$ 14,231",600050,"$ 10,990",,,34179,"$ 11,900",,,609,"$ 16,990",,,904,,,,
12449837,"PRO PLAN Cat KITTEN Optistart 3,0 kg",pro plan,gato,seco,"$ 34,100","$ 26,721","$ 39,990","$ 30,353","$ 27,625",,,alg-01-07682,"$ 35,490",,,1576679870499,"$ 31,990",,,ecssn5xcv8zx7ttya,"$ 32,500",,,7613039886922,"$ 27,990","$ 32,929",,sa-12449837-ne,"$ 26,721","$ 29,690",,151-262,"$ 27,200","$ 31,990",,10045756,"$ 28,990","$ 33,990",,28540222,"$ 27,990",,,3631-5819,"$ 33,980",,"$ 32,281",600048,"$ 28,990",,,34920,"$ 28,500",,,2092,"$ 39,990",,,1658,"$ 26,990","$ 35,990",,7613039886922
12448695,"PRO PLAN Cat KITTEN Optistart 7,5kg",pro plan,gato,seco,"$ 64,900","$ 47,241","$ 66,990","$ 55,430","$ 53,125","$ 62,500",,alg-01-00078,"$ 66,990",,,1609274735796,"$ 59,900",,,rx5ndntpj6rgtmvpb,"$ 54,630",,,7613039784914,"$ 50,990","$ 59,988",,sa-12448695-ne,"$ 47,241","$ 52,490",,151-261,"$ 51,850","$ 60,990",,10038352,"$ 53,990","$ 63,990",,28540223,"$ 52,990",,,3631-5820,"$ 64,980",,"$ 61,731",600044,"$ 55,990",,,33509,"$ 55,000",,,386,"$ 59,000","$ 70,990",,907,"$ 49,340","$ 65,790",,7613039784914
12450608,"PRO PLAN Cat REDUCED CALORIE Optifit 3,0kg",pro plan,gato,seco,"$ 34,100","$ 26,721","$ 39,990","$ 30,434","$ 28,815",,,alg-01-07789,"$ 35,490",,,1606768372989,"$ 28,900",,,rpccpbo77wz3k7ah2,"$ 29,700",,,7613039947401,"$ 29,990","$ 35,282",,sa-12450608-ne,"$ 26,721","$ 29,690",,157-273,"$ 27,200","$ 31,990",,10048658,"$ 29,990","$ 32,990",,28540234,"$ 27,990",,,3733-5974,"$ 33,980",,,600063,"$ 28,990",,,35533,,,,,"$ 39,990",,,1836,"$ 27,880","$ 37,170",,7613039947401
12450589,"PRO PLAN Cat STERILIZED Optirenal 3,0kg",pro plan,gato,seco,"$ 34,100","$ 26,990","$ 39,990","$ 30,415","$ 27,625","$ 32,500",,alg-01-06726,"$ 35,490",,,1658162087618,"$ 31,990",,,wrz93qsnrdmnraeze,"$ 29,700","$ 33,000","$ 28,050",7613039947784,"$ 26,990","$ 31,753",,sa-12450589-ne,,,,,"$ 27,200","$ 31,990",,10040973,"$ 28,990",,,28540228,"$ 27,990",,,3735-5977,"$ 33,980",,"$ 32,281",600061,"$ 28,990",,,34214,"$ 28,500",,,606,"$ 39,990",,,1246,"$ 27,960","$ 37,280",,7613039947784
12450610,"PRO PLAN Cat STERILIZED Optirenal 7,5kg",pro plan,gato,seco,"$ 64,900","$ 46,875","$ 67,490","$ 54,746","$ 46,875","$ 62,500",,alg-01-07788,"$ 67,490",,,1605882909319,"$ 59,900",,,jphdx9h9faxfmhvml,"$ 54,540","$ 60,600","$ 51,510",7613039947661,"$ 51,300","$ 60,353",,sa-12450610-ne,"$ 47,241","$ 52,490",,156-271,"$ 48,800","$ 60,990",,10049471,"$ 53,990",,,34311093,"$ 52,990",,,3735-5979,"$ 64,980",,"$ 61,731",600047,"$ 55,990",,,35589,"$ 55,000",,,7304,"$ 58,000","$ 70,990",,1838,"$ 49,350","$ 65,800",,7613039947661
12450587,"PRO PLAN Cat URINARY Optitract  1,0kg",pro plan,gato,seco,"$ 12,600","$ 10,570","$ 16,990","$ 12,691",,,,,"$ 12,990",,,1605882544860,"$ 12,600",,,5rxweypa8awa3o4eq,"$ 12,600","$ 14,000","$ 11,900",7613039947692,"$ 11,500",,,sa-12450587-ne,,,,,"$ 11,340","$ 12,600",,10040959,"$ 13,440",,,28540231,"$ 11,990",,,3736-5978,"$ 14,980",,"$ 14,231",600057,"$ 10,990",,,34207,"$ 12,300",,,607,"$ 16,990",,,905,"$ 10,570","$ 14,090",,7613039947692
12450606,PRO PLAN Cat URINARY Optitract  3 kg,pro plan,gato,seco,"$ 34,100","$ 26,721","$ 39,990","$ 29,635","$ 27,625",,,alg-01-00086,"$ 35,490",,,1605821562605,"$ 31,990",,,8k4yeegtcncf8ucgs,"$ 29,250","$ 32,500","$ 27,625",7613039947111,"$ 27,800","$ 32,706",,sa-12450606-ne,"$ 26,721","$ 29,690",,153-267,"$ 27,200","$ 31,990",,10003794,"$ 28,990","$ 32,990",,28540232,"$ 27,990",,,3736-5980,"$ 26,980",,"$ 25,631",600066,"$ 28,990",,,30022,"$ 28,500",,,7303,"$ 39,990",,,912,"$ 27,380","$ 36,510",,7613039947111
12450588,"PRO PLAN Cat URINARY Optitract  7,5kg",pro plan,gato,seco,"$ 64,900","$ 47,241","$ 67,490","$ 55,644","$ 53,125","$ 62,500",,alg-01-00087,"$ 67,490",,,1648645336865,"$ 59,900",,,ccrr8abj4ot7frqwv,"$ 54,810","$ 60,900","$ 51,765",7613039947739,"$ 51,300","$ 60,353",,sa-12450588-ne,"$ 47,241","$ 52,490",,153-266,"$ 51,850","$ 60,990",,10037867,"$ 55,990","$ 63,900",,28540233,"$ 52,990",,,3736-5981,"$ 64,980",,"$ 61,731",600049,"$ 55,990",,,33511,"$ 55,000",,,7345,"$ 59,000","$ 70,990",,913,"$ 49,350","$ 65,800",,7613039947739
12453318,PRO PLAN Dog Adult EXIGENT Optienrich  Raza Pequeña 3kg,pro plan,perro,seco,"$ 29,990","$ 23,900","$ 34,990","$ 27,920","$ 26,775",,,alp-01-06716,"$ 31,290",,,1576680232161,"$ 23,900",,,avddjvr2gnb8dg6qz,"$ 29,340","$ 32,600","$ 27,710",7613287035196,"$ 24,990","$ 29,400",,sa-12453318-ne,,,,,"$ 27,000","$ 29,990",,10003558,"$ 30,830",,,28540245,"$ 25,990",,,3712-5939,"$ 28,980",,"$ 27,531",600024,"$ 24,990",,,33041,"$ 28,500",,,372,"$ 34,990",,,1722,"$ 25,390","$ 33,850",,7613287035196
12453683,PRO PLAN Dog Adult EXIGENT Optienrich  Raza Pequeña 7.5kg,pro plan,perro,,"$ 62,990","$ 39,690","$ 70,900","$ 56,526","$ 55,675",,,alp-01-08143,"$ 65,990",,,1610027298562,"$ 39,690",,,12453683,"$ 70,900",,,7613287035264,"$ 52,990","$ 62,341",,sa-12453683-ne,,,,,,,,,,,,6833198,,,,,"$ 47,980",,"$ 45,581",600014,"$ 48,990",,,35448,,,,,"$ 69,990",,,1835,,,,
12453296,PRO PLAN Dog Adult Optihealth Raza Mediana 15kg,pro plan,perro,seco,"$ 86,990","$ 62,400","$ 89,990","$ 69,259","$ 67,915","$ 79,900",,alp-01-00067,"$ 89,990",,,1606942290182,"$ 77,990",,,zgcdvazobhhrkhaza,"$ 69,120","$ 76,800","$ 65,280",7613287031082,"$ 66,990","$ 78,812",,sa-12453296-ne,"$ 67,090",,,144-245,"$ 62,400","$ 77,990",,10003466,"$ 68,990","$ 78,990",,28540243,"$ 66,990",,,3560-5700,"$ 63,974","$ 78,980","$ 60,775",600005,"$ 67,990",,,137,"$ 70,900",,,3217,"$ 64,990","$ 88,990",,186,"$ 64,290","$ 85,720",,7613287031082
12453122,PRO PLAN Dog Adult Optihealth Raza Mediana 3kg,pro plan,perro,,"$ 26,700","$ 16,990","$ 28,990","$ 22,876","$ 23,375","$ 27,500",,alp-01-00066,"$ 16,990",,,1576612298783,,,,,"$ 23,400","$ 26,000","$ 22,100",7613287031051,"$ 21,600","$ 25,412",,sa-12453122-ne,,,,,,,,,"$ 28,990","$ 31,990",,28540242,,,,,,,,,"$ 22,990",,,135,,,,,,,,,"$ 22,790","$ 30,390",,7613287031051
12452939,PRO PLAN Dog Adult Optihealth Raza Pequeña 3kg,pro plan,perro,seco,"$ 27,700","$ 22,780","$ 33,990","$ 26,067","$ 24,225","$ 28,500",,alp-01-00069,"$ 28,490",,,1608316447296,"$ 27,700",,,bwbrh9f8fxtwm8a68,"$ 25,740","$ 28,600","$ 24,310",7613287029195,"$ 23,990","$ 28,224",,sa-12452939-ne,"$ 25,690",,,146-249,,,,,"$ 28,990","$ 30,990",,28540240,"$ 24,990",,,3562-5704,"$ 22,780",,"$ 21,641",600007,"$ 23,990",,,30024,"$ 24,600",,,3162,"$ 33,990",,,183,"$ 23,690","$ 31,590",,7613287029195
12453303,"PRO PLAN Dog Adult Optihealth Raza Pequeña 7,5kg",pro plan,perro,seco,"$ 58,490","$ 42,884","$ 59,990","$ 49,281","$ 50,575","$ 59,500",,alp-01-00070,"$ 59,990",,,1607021723287,,,,,"$ 52,290","$ 58,100","$ 49,385",7613287029515,"$ 45,990","$ 54,106",,sa-12453303-ne,"$ 50,290",,,146-248,"$ 46,800","$ 58,490",,10003541,,,,,"$ 49,990",,,3562-5706,"$ 42,884","$ 54,980","$ 40,740",600004,"$ 46,990",,,136,,,,,"$ 53,000","$ 64,990",,184,"$ 43,290","$ 57,720",,7613287029515
12453288,PRO PLAN Dog Puppy Optistart Raza Mediana  15kg,pro plan,perro,seco,"$ 89,990","$ 55,168","$ 92,990","$ 73,444","$ 73,015",,,alp-01-00060,"$ 92,990",,,1608833985697,"$ 79,990",,,xx2jdvhzkaghqqkyp,"$ 77,220","$ 85,800","$ 72,930",7613287028549,"$ 55,168",,,sa-12232694-ne,"$ 69,690",,,149-255,"$ 64,800","$ 80,990",,10003589,"$ 69,990","$ 79,990",,28540260,"$ 69,990",,,3616-5794,"$ 82,980",,"$ 78,831",600001,"$ 70,990",,,140,"$ 73,400",,,385,"$ 81,000","$ 90,990",,180,"$ 66,990","$ 89,320",,7613287028549
12452915,PRO PLAN Dog Puppy Optistart Raza Mediana  3kg,pro plan,perro,seco,"$ 27,700","$ 23,550","$ 33,990","$ 26,545","$ 25,075",,,alp-01-00058,"$ 28,990",,,1606484498845,"$ 27,700",,,gstbxu5pecs446zar,"$ 26,100","$ 29,000","$ 24,650",7613287028204,"$ 23,990","$ 28,224",,sa-12452915-ne,"$ 25,690",,,149-257,"$ 23,550","$ 27,700",,10003602,"$ 29,990","$ 32,990",,28540258,"$ 25,990",,,3616-5796,"$ 27,980",,"$ 26,581",600021,"$ 23,990",,,138,"$ 24,600",,,7347,"$ 33,990",,,178,"$ 23,990","$ 31,990",,7613287028204
12452753,PRO PLAN Dog Puppy Optistart Raza Pequeña 1kg,pro plan,perro,,"$ 10,990","$ 8,990","$ 14,990","$ 10,886",,,,,,,,,,,,,"$ 10,260","$ 11,400","$ 9,690",7613287022257,"$ 8,990",,,sa-12452753-ne,,,,,,,,,"$ 10,880",,,28540254,"$ 10,990",,,3617-5798,"$ 12,500",,"$ 11,875",600017,"$ 8,990",,,30639,,,,,"$ 14,990",,,4979,"$ 9,490","$ 12,650",,7613287022257
12453113,PRO PLAN Dog Puppy Optistart Raza Pequeña 3kg,pro plan,perro,seco,"$ 29,990","$ 23,900","$ 34,990","$ 27,373","$ 25,925",,,alp-01-00062,"$ 31,290",,,1607629936808,"$ 23,900",,,h97defgyygfxxyabz,"$ 26,910","$ 29,900","$ 25,415",7613287028051,"$ 23,990","$ 28,224",,sa-12453113-ne,,,,,"$ 25,500","$ 29,990",,10003657,"$ 28,990","$ 32,990",,28540255,"$ 25,990",,,3617-5800,"$ 28,980",,"$ 27,531",600018,"$ 24,990",,,30025,"$ 28,500",,,7346,"$ 34,990",,,176,"$ 25,890","$ 34,520",,7613287028051
12453105,PRO PLAN Dog Puppy Optistart Raza Pequeña 7.5kg,pro plan,perro,seco,"$ 62,990","$ 43,900","$ 64,990","$ 51,473","$ 54,825","$ 64,500",,alp-01-07783,"$ 64,990",,,1606746142145,"$ 43,900",,,d8wyfdoxwpnqhuwhg,"$ 55,800","$ 62,000","$ 52,700",7613287028129,"$ 49,990","$ 58,812",,sa-12453105-ne,,,,,"$ 50,400","$ 62,990",,10048634,"$ 49,990","$ 55,990",,28540256,"$ 54,990",,,3617-5801,"$ 45,880",,"$ 43,586",600019,"$ 48,990",,,35447,"$ 46,600",,,7892,"$ 56,000","$ 66,990",,177,"$ 46,790","$ 62,390",,7613287028129
12476239,PRO PLAN Dog SENSITIVE SKIN & STOMACH Optidual Raza M/G 3kg,pro plan,perro,,"$ 91,990","$ 69,990","$ 91,990","$ 80,046","$ 83,215",,,alp-01-13214,,,,,,,,,,,,,"$ 69,990","$ 82,341",,sa-12476239-ne,,,,,,,,,,,,,,,,,,,,,"$ 74,990",,,39919,,,,,"$ 91,990",,,10720,,,,
12476116,PRO PLAN Dog SENSITIVE SKIN & STOMACH Optidual Raza Pequeña 3 kg,pro plan,perro,,"$ 29,990","$ 23,990","$ 34,990","$ 27,686","$ 26,775",,,alp-01-13216,,,,,,,,,,,,,"$ 23,990","$ 28,224",,sa-12476116-ne,,,,,,,,,,,,,,,,,,,,,"$ 24,990",,,39920,,,,,"$ 34,990",,,10722,,,,
12476228,PRO PLAN Dog SENSITIVE SKIN & STOMACH Optidual Raza Pequeña 3 kg,pro plan,perro,,"$ 59,990","$ 46,990","$ 66,990","$ 54,236","$ 53,975",,,alp-01-13215,,,,,,,,,,,,,"$ 46,990","$ 55,282",,sa-12476228-ne,,,,,,,,,,,,,,,,,,,,,"$ 48,990",,,39924,,,,,"$ 66,990",,,10721,,,,
12453348,PRO PLAN Dog SENSITIVE SKIN Cordero Adulto 3kg,pro plan,perro,,"$ 29,990","$ 18,780","$ 34,990","$ 26,235","$ 27,115",,,alp-01-08220,,,,,,,,,,,,,"$ 23,990","$ 28,224",,sa-12324581-ne,"$ 27,790",,,137-234,"$ 18,780",,,10050361-1,,,,,"$ 25,990",,,7317-11509,,,,,"$ 24,990",,,35808,,,,,"$ 34,990",,,2095,,,,
12453349,PRO PLAN Dog SENSITIVE SKIN Cordero Adulto 3kg,pro plan,perro,,"$ 93,990","$ 53,900","$ 92,490","$ 74,406","$ 74,715",,,alp-01-08221,"$ 92,490",,,1583780205962,,,,,,,,,"$ 53,900",,,sa-12324580-ne,"$ 71,390",,,137-233,"$ 66,400","$ 82,990",,10053249,,,,,"$ 70,990",,,7317-11507,"$ 86,980",,,600011,"$ 76,990",,,35807,"$ 75,800",,,9344,,,,,,,,
12453319,PRO PLAN Dog SENSITIVE SKIN Cordero Cachorro 3 kg,pro plan,perro,,"$ 31,000","$ 25,990","$ 37,990","$ 29,463","$ 27,625",,,alp-01-08218,"$ 31,990",,,1533923736800,,,,,,,,,"$ 26,350","$ 31,000",,sa-12337769-ne,"$ 28,790",,,136-232,,,,,,,,,"$ 27,990",,,7316-11508,"$ 28,980",,,600030,"$ 25,990",,,35806,,,,,"$ 37,990",,,2097,,,,
12467697,PRO PLAN Dog SENSITIVE SKIN Cordero Cachorro 3 kg,pro plan,perro,,"$ 97,990","$ 66,400","$ 86,980","$ 79,561","$ 86,615",,,alp-01-08219,"$ 85,990",,,1655933991671,,,,,,,,,,,,,"$ 71,390",,,136-231,"$ 66,400","$ 82,990",,10053522,,,,,"$ 79,990",,,7316-11506,"$ 86,980",,"$ 82,631",600010,,,,,,,,,,,,,,,,
12453313,PRO PLAN Dog SENSITIVE SKIN Salmón Optiderma Raza Pequeña  3 kg,pro plan,perro,,"$ 29,990","$ 20,890","$ 34,990","$ 26,961",,,,,"$ 31,990",,,1615913536812,"$ 23,900",,,bjffyaee8jx2gxdqy,"$ 28,080","$ 31,200","$ 26,520",7613287033161,"$ 23,500",,,sa-12453313-ne,"$ 27,790",,,139-237,,,,,,,,,"$ 25,990",,,3715-5944,"$ 23,980",,"$ 22,781",600028,,,,,"$ 28,500",,,7376,"$ 34,990",,,1731,"$ 20,890","$ 27,850",,7613287033161
12480330,PRO PLAN KITTEN POLLO E HIGADO 24X85gr,pro plan,gato,húmedo,"$ 1,850","$ 1,290","$ 2,690","$ 1,843","$ 1,870","$ 2,200",,alg-01-08299,"$ 1,990",,,1565718902544,"$ 2,200",,,jycnxdgbr3aas6f7a,"$ 1,710","$ 1,900","$ 1,615",038100026903,"$ 1,690",,,la-11051049-ne,,,,,,,,,"$ 1,290",,,34311123,"$ 1,690",,,3648-5839,"$ 2,200",,"$ 2,090",121271,"$ 1,490",,,35995,"$ 1,700",,,2575,"$ 2,690",,,2538,"$ 1,590","$ 1,990",,038100026903
12341824,PRO PLAN Kitten Wet Pollo 85 gr,pro plan,gato,húmedo,"$ 1,950","$ 1,133","$ 2,690","$ 1,908","$ 2,040","$ 2,400",,alg-01-09018,"$ 1,990",,,1553104853895,"$ 1,900",,,k9xtunbsvm8otw3aq,"$ 1,890","$ 2,100","$ 1,785",7891000246481,"$ 1,133","$ 1,288",,sn-12341824-ne,"$ 1,611","$ 1,790",,160-276,,,,,"$ 2,610",,,34712425,"$ 1,890",,,3651-5842,"$ 2,200",,"$ 2,090",600058,"$ 1,690",,,36617,"$ 1,700",,,3895,"$ 2,690",,,3377,"$ 1,460","$ 1,950",,7891000246481
12482280,PRO PLAN PUPPY POLLO Y ARROZ 12X370gr,pro plan,perro,húmedo,"$ 3,990","$ 2,700","$ 4,690","$ 3,498","$ 3,910","$ 4,600",,alp-01-08295,"$ 3,590",,,1613051678030,"$ 3,300",,,9tn65saegy8yhzqqp,"$ 3,150","$ 3,500","$ 2,975",038100026712,"$ 3,400",,,la-11052087-ne,,,,,"$ 3,400","$ 3,990",,10051443,"$ 3,990","$ 4,990",,34311113,"$ 3,490",,,3637-5828,"$ 3,980",,"$ 3,781",121267,"$ 2,990",,,35992,"$ 2,700",,,2577,"$ 4,690",,,2526,"$ 2,890","$ 3,850",,038100026712
12482108,PRO PLAN SENSITIVE DOG SALMON Y ARROZ 12X370gr,pro plan,perro,,"$ 3,990","$ 2,990","$ 3,910","$ 3,521","$ 3,910","$ 4,600",,alp-01-08297,"$ 3,690",,,1628594604411,,,,,"$ 3,150","$ 3,500","$ 2,975",038100026897,"$ 3,400",,,la-12307260-ne,,,,,,,,,,,,6834194,"$ 3,490",,,3638-5829,,,,,"$ 2,990",,,35993,"$ 3,900",,,2572,"$ 3,518",,,2532,"$ 3,640","$ 4,850",,038100026897
12480321,PRO PLAN URINARY CAT CARNE Y POLLO 24X85gr,pro plan,gato,húmedo,"$ 1,850","$ 1,490","$ 2,200","$ 1,809","$ 2,040","$ 2,400",,alg-01-08300,,,,,"$ 2,200",,,eebmgu2rwqeukl4t6,"$ 1,710","$ 1,900","$ 1,615",38100173409,"$ 1,890",,,la-12416306-ne,,,,,"$ 1,850",,,10052525,,,,,"$ 1,690",,,3650-5841,,,,,"$ 1,490",,,35996,"$ 1,600",,,2574,,,,,,,,
12476108,"PROPLAN CatAdt Sensitive Stomach 3,0kg",pro plan,gato,,"$ 34,100","$ 26,350","$ 28,990","$ 28,052","$ 28,815",,,alg-01-13414,,,,,,,,,,,,,"$ 26,350","$ 31,000",,sa-12476108-ne,,,,,,,,,,,,,,,,,,,,,"$ 28,990",,,40004,,,,,,,,,,,,
